   7.19999981       3.29003024    
   7.27999973       3.26943946    
   7.35999966       3.25164366    
   7.43999958       3.23594713    
   7.51999998       3.21849728    
   7.59999990       3.20081568    
   7.67999983       3.18333125    
   7.75999975       3.16108084    
   7.83999968       3.14253688    
   7.91999960       3.12682199    
   8.00000000       3.10880637    
   8.07999992       3.09173918    
   8.15999985       3.07157660    
   8.23999977       3.05238032    
   8.31999969       3.03616762    
   8.39999962       3.01869226    
   8.47999954       3.00034451    
   8.55999947       2.97989106    
   8.63999939       2.96240425    
   8.71999931       2.94549394    
   8.79999924       2.92641377    
   8.88000011       2.90807748    
   8.96000004       2.88969660    
   9.03999996       2.87459421    
   9.11999989       2.85399532    
   9.19999981       2.83631301    
   9.27999973       2.81920719    
   9.35999966       2.79987693    
   9.43999958       2.78406382    
   9.51999950       2.76084876    
   9.59999943       2.74510550    
   9.68000031       2.72633004    
   9.76000023       2.70670462    
   9.84000015       2.69321299    
   9.92000008       2.67079973    
   10.0000000       2.65224743    
   10.0799999       2.63369679    
   10.1599998       2.61438584    
   10.2399998       2.59674096    
   10.3199997       2.57796478    
   10.3999996       2.56279945    
   10.4799995       2.54349136    
   10.5599995       2.52309775    
   10.6399994       2.50457382    
   10.7199993       2.48430991    
   10.7999992       2.46769929    
   10.8799992       2.44901109    
   10.9600000       2.42675352    
   11.0400000       2.40720296    
   11.1199999       2.38924742    
   11.1999998       2.37030697    
   11.2799997       2.34694552    
   11.3599997       2.33078098    
   11.4399996       2.30689502    
   11.5199995       2.28935885    
   11.6000004       2.26689696    
   11.6800003       2.24813581    
   11.7600002       2.22694516    
   11.8400002       2.20215917    
   11.9200001       2.18054748    
   12.0000000       2.16051126    
   12.0799999       2.13461375    
   12.1599998       2.11344862    
   12.2399998       2.08822203    
   12.3199997       2.06347394    
   12.3999996       2.03666711    
   12.4799995       2.00686216    
   12.5599995       1.97207928    
   12.6399994       1.92904985    
   12.7199993       1.89047682    
   12.7999992       1.85139525    
   12.8799992       1.80934441    
   12.9599991       1.76671624    
   13.0399990       1.72420466    
   13.1199999       1.68131101    
   13.1999998       1.63878286    
   13.2799997       1.59832990    
   13.3599997       1.55428135    
   13.4399996       1.50933766    
   13.5199995       1.46587002    
   13.5999994       1.42271519    
   13.6800003       1.37857199    
   13.7600002       1.33474886    
   13.8400002       1.28792167    
   13.9200001       1.24593747    
   14.0000000       1.19921482    
   14.0799999       1.15540588    
   14.1599998       1.10739100    
   14.2399998       1.06273103    
   14.3199997       1.01727748    
   14.3999996      0.972077549    
   14.4799995      0.925103784    
   14.5599995      0.877939820    
   14.6399994      0.830598354    
   14.7199993      0.782791436    
   14.7999992      0.738243043    
   14.8799992      0.688417971    
   14.9599991      0.642224669    
   15.0399990      0.595606744    
   15.1199989      0.544158041    
   15.1999998      0.496347904    
   15.2799997      0.447172552    
   15.3599997      0.397866011    
   15.4399996      0.351728678    
   15.5199995      0.300795943    
   15.5999994      0.248754740    
   15.6799994      0.200790554    
   15.7599993      0.152365327    
   15.8399992       9.85726342E-02
   15.9200001       4.93457094E-02
